0,42529,
1,9976,
2,7251,
3,7213,
4,6734,
5,7377,
6,7610,
7,6586,
8,4171,
9,4194,
10,4126,
11,3008,
12,4932,
13,3668,
14,4158,
15,4611,
16,4868,
17,4652,
18,4351,
19,1993,
20,3787,
21,3929,
22,2128,
23,4540,
24,2341,
25,4899,
26,2409,
27,2214,
28,4625,
29,2202,
30,2314,
31,2327,
32,2374,
33,5334,
34,2690,
35,2673,
36,2493,
37,2391,
38,2286,
39,2062,
40,1846,
41,1769,
42,1628,
43,1454,
44,1403,
45,1370,
46,1247,
47,0,
48,1201,
49,1241,
50,1139,
51,1187,
52,1350,
53,0,
54,1242,
55,1225,
56,1184,
57,1190,
58,0,
59,1236,
60,1108,
61,950,
62,0,
63,919,
64,820,
65,0,
66,790,
67,681,
68,0,
69,626,
70,619,
71,0,
72,641,
73,691,
74,0,
75,647,
76,664,
77,0,
78,726,
79,0,
80,815,
81,825,
82,0,
83,912,
84,0,
85,926,
86,0,
87,1016,
88,0,
89,876,
90,880,
91,0,
92,892,
93,0,
94,824,
95,0,
96,843,
97,0,
98,910,
99,0,
100,848,
101,0,
102,868,
103,0,
104,905,
105,0,
106,987,
107,0,
108,947,
109,0,
110,1067,
111,0,
112,1104,
113,0,
114,0,
115,1032,
116,0,
117,936,
118,0,
119,1048,
120,0,
121,939,
122,0,
123,0,
124,814,
125,0,
126,689,
127,0,
128,562,
129,0,
130,0,
131,502,
132,0,
133,379,
134,0,
135,0,
136,379,
137,0,
138,309,
139,0,
140,0,
141,218,
142,0,
143,238,
144,0,
145,0,
146,206,
147,0,
148,0,
149,175,
150,0,
151,119,
152,0,
153,0,
154,78,
155,0,
156,0,
157,69,
158,0,
159,0,
160,55,
161,0,
162,55,
163,0,
164,0,
165,22,
166,0,
167,0,
168,20,
169,0,
170,0,
171,8,
172,0,
173,0,
174,7,
175,0,
176,0,
177,6,
178,0,
179,0,
180,8,
181,0,
182,0,
183,1,
184,0,
185,0,
186,0,
187,0,
188,0,
189,0,
190,0,
191,0,
192,0,
193,1,
194,0,
195,0,
196,0,
197,0,
198,0,
199,0,
200,0,
201,0,
202,0,
203,0,
204,0,
205,0,
206,2,
207,0,
208,0,
209,0,
210,0,
211,0,
212,0,
213,1,
214,0,
215,0,
216,0,
217,1,
218,0,
219,0,
220,0,
221,0,
222,0,
223,0,
224,0,
225,0,
226,0,
227,0,
228,0,
229,0,
230,0,
231,0,
232,0,
233,0,
234,0,
235,0,
236,0,
237,0,
238,0,
239,0,
240,0,
241,0,
242,0,
243,0,
244,0,
245,0,
246,0,
247,0,
248,0,
249,0,
250,0,
251,0,
252,0,
253,0,
254,0,
255,0,
