0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,
11,0,
12,0,
13,0,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,0,
51,0,
52,0,
53,0,
54,0,
55,0,
56,0,
57,0,
58,0,
59,0,
60,0,
61,0,
62,0,
63,0,
64,0,
65,0,
66,0,
67,0,
68,0,
69,0,
70,0,
71,0,
72,0,
73,0,
74,0,
75,0,
76,0,
77,0,
78,0,
79,1,
80,0,
81,7,
82,22,
83,0,
84,28,
85,63,
86,0,
87,93,
88,135,
89,0,
90,177,
91,224,
92,0,
93,306,
94,420,
95,508,
96,0,
97,607,
98,778,
99,922,
100,1082,
101,0,
102,1279,
103,1429,
104,1642,
105,1756,
106,0,
107,1846,
108,2038,
109,2066,
110,2007,
111,2081,
112,2053,
113,0,
114,2039,
115,1969,
116,1846,
117,1741,
118,1673,
119,1549,
120,1478,
121,1289,
122,1249,
123,1193,
124,1026,
125,959,
126,948,
127,910,
128,868,
129,786,
130,801,
131,771,
132,776,
133,848,
134,812,
135,820,
136,801,
137,880,
138,903,
139,850,
140,890,
141,1873,
142,916,
143,924,
144,847,
145,951,
146,935,
147,965,
148,2009,
149,1072,
150,1108,
151,1124,
152,1224,
153,2540,
154,1413,
155,1557,
156,1628,
157,1791,
158,3958,
159,1930,
160,1899,
161,1941,
162,3603,
163,1737,
164,1588,
165,2964,
166,1336,
167,1369,
168,2752,
169,1442,
170,1381,
171,2745,
172,1464,
173,1544,
174,3143,
175,1789,
176,1790,
177,3939,
178,2097,
179,4611,
180,2385,
181,2483,
182,4652,
183,2235,
184,4109,
185,1858,
186,3818,
187,2040,
188,4398,
189,2270,
190,4774,
191,2466,
192,4623,
193,2340,
194,4487,
195,2314,
196,4701,
197,2611,
198,5413,
199,2673,
200,4884,
201,4348,
202,1846,
203,3397,
204,1454,
205,2773,
206,2448,
207,1241,
208,2326,
209,1350,
210,2467,
211,2374,
212,1236,
213,2058,
214,1739,
215,790,
216,1307,
217,1260,
218,1338,
219,664,
220,1541,
221,1737,
222,1942,
223,876,
224,1772,
225,1667,
226,1758,
227,868,
228,1892,
229,2014,
230,2136,
231,1984,
232,939,
233,1503,
234,1064,
235,758,
236,527,
237,444,
238,294,
239,78,
240,124,
241,77,
242,28,
243,13,
244,9,
245,0,
246,1,
247,0,
248,2,
249,2,
250,0,
251,0,
252,0,
253,0,
254,0,
255,0,
