0,42529,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,
11,0,
12,0,
13,0,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,0,
51,0,
52,0,
53,0,
54,0,
55,0,
56,0,
57,0,
58,0,
59,0,
60,0,
61,0,
62,0,
63,9976,
64,0,
65,0,
66,0,
67,0,
68,0,
69,0,
70,0,
71,0,
72,0,
73,0,
74,0,
75,7251,
76,0,
77,0,
78,0,
79,0,
80,0,
81,0,
82,0,
83,7213,
84,0,
85,0,
86,0,
87,0,
88,0,
89,0,
90,6734,
91,0,
92,0,
93,0,
94,0,
95,7377,
96,0,
97,0,
98,0,
99,7610,
100,0,
101,0,
102,0,
103,6586,
104,0,
105,0,
106,0,
107,4171,
108,0,
109,0,
110,4194,
111,0,
112,0,
113,4126,
114,0,
115,0,
116,3008,
117,0,
118,4932,
119,0,
120,0,
121,3668,
122,0,
123,4158,
124,0,
125,4611,
126,0,
127,4868,
128,0,
129,4652,
130,0,
131,4351,
132,0,
133,1993,
134,3787,
135,0,
136,3929,
137,0,
138,2128,
139,4540,
140,0,
141,2341,
142,4899,
143,0,
144,2409,
145,2214,
146,4625,
147,0,
148,2202,
149,2314,
150,2327,
151,2374,
152,5334,
153,0,
154,2690,
155,2673,
156,2493,
157,2391,
158,2286,
159,2062,
160,1846,
161,1769,
162,1628,
163,1454,
164,1403,
165,1370,
166,1247,
167,1201,
168,1241,
169,1139,
170,1187,
171,1350,
172,1242,
173,1225,
174,1184,
175,1190,
176,1236,
177,1108,
178,950,
179,919,
180,820,
181,790,
182,681,
183,626,
184,619,
185,641,
186,691,
187,647,
188,664,
189,726,
190,815,
191,825,
192,912,
193,926,
194,1016,
195,876,
196,880,
197,892,
198,824,
199,843,
200,910,
201,848,
202,868,
203,905,
204,987,
205,947,
206,1067,
207,1104,
208,1032,
209,936,
210,1048,
211,939,
212,814,
213,689,
214,562,
215,502,
216,379,
217,379,
218,309,
219,218,
220,238,
221,206,
222,175,
223,119,
224,78,
225,69,
226,55,
227,55,
228,22,
229,20,
230,8,
231,7,
232,6,
233,8,
234,1,
235,0,
236,0,
237,1,
238,0,
239,0,
240,0,
241,2,
242,0,
243,1,
244,1,
245,0,
246,0,
247,0,
248,0,
249,0,
250,0,
251,0,
252,0,
253,0,
254,0,
255,0,
